_id,title,text,query
"<dbpedia:Forest_Lake,_Illinois>","Forest Lake, Illinois","Forest Lake is a census-designated place (CDP) in the Ela Township of Lake County, Illinois, United States. The population was 1,659 at the 2010 census.",where is forest lake
"<dbpedia:Channel_Lake,_Illinois>","Channel Lake, Illinois","Channel Lake is a census-designated place (CDP) in Antioch Township, Lake County, Illinois, United States. The population was 1,664 at the 2010 census.",what county is channel lake illinois in
"<dbpedia:North_Utica,_Illinois>","North Utica, Illinois","North Utica, often known as Utica, is a village in Utica Township, LaSalle County, Illinois. The population was 1352 at the 2010 United States Census. It is part of the Ottawa–Streator Micropolitan Statistical Area.While North Utica is the proper name for the city, advertising on nearby Interstates 80 and 39 refers to the village by its original name, Utica. In addition, people who live in the area, official Interstate signage, and signs indicating the city limits all refer to the town as Utica.","what county is utica, il"
"<dbpedia:Antioch,_Illinois>","Antioch, Illinois","Antioch is a village in the Antioch Township of Lake County, Illinois, United States. The population was 14,430 at the 2010 census.","where is antioch, il"
"<dbpedia:Beach_Park,_Illinois>","Beach Park, Illinois","Beach Park is a village in the Benton and Waukegan townships of Lake County, Illinois, United States. The population was 13,638 at the 2010 census.",where is beach park illinois
"<dbpedia:Fox_Lake_Hills,_Illinois>","Fox Lake Hills, Illinois","Fox Lake Hills is a census-designated place (CDP) in the Grant Township of Lake County, Illinois, United States. The population was 2,591 at the 2010 census.",what county is fox lake hills il in
"<dbpedia:Ottawa,_Illinois>","Ottawa, Illinois","Ottawa is a city located at the confluence of the navigable  Illinois River and Fox River in LaSalle County, Illinois, USA. The Illinois river is a conduit for river barges and connects Lake Michigan at Chicago, to the Mississippi river, and North America's 25,000 mile river system.  The population estimate was 18,562 as of 2013. It is the county seat of LaSalle County and it is part of the Ottawa-Peru, IL Micropolitan Statistical Area.",what county is ottawa il in
"<dbpedia:LaSalle,_Illinois>","LaSalle, Illinois","LaSalle is a city in LaSalle County, Illinois, United States, located at the intersection of Interstates 39 and 80. It is part of the Ottawa-Peru, IL Micropolitan Statistical Area. Originally platted in 1837 over one square mile, the city's boundaries have grown to 12 square miles (31 km2). City boundaries extend from the Illinois River and Illinois and Michigan Canal to a mile north of Interstate 80 and from the city of Peru on the west to the village of North Utica on the east.",where is lasalle
"<dbpedia:Green_Oaks,_Illinois>","Green Oaks, Illinois","Green Oaks is a village in the Libertyville Township of Lake County, Illinois, United States. The population was 3,866 at the 2010 census.",what county is green oaks il
"<dbpedia:Gages_Lake,_Illinois>","Gages Lake, Illinois","Gages Lake is a census-designated place (CDP) in Warren Township, Lake County, Illinois, United States. The population was 10,198 at the 2010 census.",what county is gates lake in il
"<dbpedia:Sheridan,_Illinois>","Sheridan, Illinois","Sheridan is a village in LaSalle County, Illinois, in the United States. As of the 2000 census, the village population was 2,411. It is part of the Ottawa–Streator Micropolitan Statistical Area.",what county is sheridan il in
"<dbpedia:Bannockburn,_Illinois>","Bannockburn, Illinois","Bannockburn is a village in West Deerfield and Vernon townships of Lake County, Illinois, United States. The population was 1,583 at the 2010 census. Part of the Chicago area's affluent North Shore region, Bannockburn has very high real-estate values; the average value for a home in Bannockburn in 2005 was $1,279,700. The Friedman house by Frank Lloyd Wright is located in Bannockburn.",what county is bannockburn il in
"<dbpedia:Highwood,_Illinois>","Highwood, Illinois","Highwood is a city in Moraine Township, Lake County, Illinois, United States.",what county is highwood il
"<dbpedia:Grandwood_Park,_Illinois>","Grandwood Park, Illinois","Grandwood Park is a census-designated place (CDP) in the Warren Township of Lake County, Illinois, United States. The population was 5,202 at the 2010 census.",what county is grandwood park il in
"<dbpedia:Hainesville,_Illinois>","Hainesville, Illinois","Hainesville is a village in the Avon Township of Lake County, Illinois,  United States. As of the 2010 census, it had a population of 3,597. Hainesville has the distinction of being the oldest incorporated community within Lake County.","what county is hasesville, il in"
"<dbpedia:Island_Lake,_Illinois>","Island Lake, Illinois","Island Lake is a village in Lake and McHenry counties in the U.S. state of Illinois. The population was 8,080 at the 2010 census.","what county is island lake, il"
"<dbpedia:Kildeer,_Illinois>","Kildeer, Illinois","For the similarly named bird, see Killdeer. For the similarly named city, see Killdeer, North Dakota.Kildeer is a village in Lake County, Illinois, United States. It is a suburb of Chicago. The population was 3,968 at the 2010 census.",what county is kildeer illinois in
"<dbpedia:Long_Lake,_Illinois>","Long Lake, Illinois","Long Lake is a census-designated place (CDP) in Lake County, Illinois, United States. The population was 3,515 at the 2010 census.",long lake is what county
"<dbpedia:Lake_Catherine,_Illinois>","Lake Catherine, Illinois","Lake Catherine is a census-designated place (CDP) in Lake County, Illinois, United States. The population was 1,379 at the 2010 census.","what county is lake catherine, il in"
"<dbpedia:Mettawa,_Illinois>","Mettawa, Illinois","Mettawa is a village in Lake County, Illinois, United States, dedicated to preserving open lands and low-density residential development. As of the 2010 census, it had a population of 547. The village maintains trails for pedestrian, bicycle and equestrian usage. Five forest preserves of the Lake County Forest Preserve District are located within village boundaries.",what county is mettawa il in?
"<dbpedia:Indian_Creek,_Illinois>","Indian Creek, Illinois","Indian Creek is a village in Vernon Township, Lake County, Illinois, United States. It is part of the Chicago metropolitan area and was originally incorporated in 1958 as a response to the threat of annexation by neighboring Vernon Hills. As of the 2010 census, Indian Creek's population was 462. Police services are provided by Lake County Sheriff and fire/EMS services by the Countryside Fire Protection District.",indian creek il population
"<dbpedia:Lake_Forest,_Illinois>","Lake Forest, Illinois","Lake Forest is an affluent city located in Lake County, Illinois, United States. As of the 2010 census it had a population of 19,375. The city is south of Waukegan along the shore of Lake Michigan, and is a part of the Chicago metropolitan area and the North Shore. Lake Forest was founded around Lake Forest College and was laid out as a town in 1857 as a stop for travelers making their way south to Chicago.",where is lake forest il
"<dbpedia:Lake_Bluff,_Illinois>","Lake Bluff, Illinois","Lake Bluff is a village in Shields Township, Lake County, Illinois, United States. The population was 5,722 at the 2010 census.",what county is lake bluff il in
"<dbpedia:Lindenhurst,_Illinois>","Lindenhurst, Illinois","Lindenhurst is a village in Lake County, Illinois, United States. The population was 14,462 at the 2010 census. Lindenhurst lies within Lake Villa Township.",what county is lindenhurst il
"<dbpedia:Fox_Lake,_Illinois>","Fox Lake, Illinois","Fox Lake is a village in Grant Township, Lake County, Illinois and Richmond Township, McHenry County, Illinois, United States. The population was 10,579 at the 2010 census.","what county is fox lake, il in"
"<dbpedia:Gurnee,_Illinois>","Gurnee, Illinois","Gurnee is a village in Lake County, Illinois, United States. The population was 31,295 at the 2010 census. The village borders the city of Waukegan and is considered a part of the Chicago metropolitan area. Gurnee is perhaps best known for being the location of Six Flags Great America, a major regional theme park, and Gurnee Mills mall, together drawing over 26 million visitors annually.","what county is gurnee, il in"
"<dbpedia:Fox_River_Grove,_Illinois>","Fox River Grove, Illinois","Fox River Grove is a village in the Cuba Township of Lake County and the Algonquin Township of McHenry County, Illinois, United States. The population was 4,854 at the 2010 census.",what county is fox river grove il in
"<dbpedia:Lake_Villa,_Illinois>","Lake Villa, Illinois","Lake Villa is a village in Lake County, Illinois United States. The population was 8,741 at the 2010 census, up from 5,864 in 2000. Lake Villa lies within Lake Villa Township.",population of lake villa il
"<dbpedia:Lake_Barrington,_Illinois>","Lake Barrington, Illinois","Lake Barrington is a village in Lake County, Illinois, United States. The population was 4,973 at the 2010 census.",what county is lake barrington illinois
"<dbpedia:Lakemoor,_Illinois>","Lakemoor, Illinois","Lakemoor is a village in Lake and McHenry counties in the U.S. state of Illinois. The population was 6,017 at the 2010 census, up from 2,788 in 2000.",what county is lakemoor il
"<dbpedia:Ashton,_Illinois>","Ashton, Illinois","Ashton is a village in Lee County, Illinois, United States. The population was 972 at the 2010 census, down from 1,142 at the 2000 census.",what county is ashton il in
"<dbpedia:Hawthorn_Woods,_Illinois>","Hawthorn Woods, Illinois","Hawthorn Woods is a village in the Fremont and Ela townships of Lake County, Illinois, United States. The population was 7,663 at the 2010 census. The village is located approximately 40 miles (64 km) northwest of downtown Chicago. It was officially incorporated in 1958. Major transportation arteries include Midlothian Road, Old McHenry Road, Gilmer Road, and the Elgin, Joliet and Eastern Railway.",what county is hawthorn woods il
"<dbpedia:North_Barrington,_Illinois>","North Barrington, Illinois","North Barrington is a village in Lake County, Illinois, United States. The population was 3,047 at the 2010 census.","what county is north barrington, il in"
